source,date,flag,subject,body
[ecoevojobs],2020-10-29,i,"Assoc / Full Prof | Environmental Science and Policy | Northern Arizona University | https://hr.peoplesoft.nau.edu/psp/ph92prta/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=2&JobOpeningId=605090&PostingSeq=1
 | [ecoevojobs]","""Olajos-Goslow Chair provides interdisciplinary leadership and national stature to NAU’s demonstrated strengths in ecological science, conservation, and environmental policy"""
ESA Career Center,2020-10-29,i,Dalhousie University: Tenure-Stream Position - Elizabeth May Chair in Sustainability and Environment | https://www.esacareercenter.org/job-details/2255/tenure-stream-position-elizabeth-may-chair-in-sustainability-and-environment/?utm_source=DirectRSS&utm_medium=direct | ESA Career Center,The Department of Earth and Environmental Sciences invites applications for the Elizabeth May Chair in Sustainability and Environmental Health
[ecoevojobs],2020-10-29,i,Asst Prof | Environmental Science & Policy | Chapman University | https://webfarm.chapman.edu/jobs/job.aspx?id=1150 | [ecoevojobs],"Note that this is multiple positions despite the ambiguous language in the ad. Also, they ""want folks that can contribute to “policy” (very broadly defined)"". (2) anyone know if their salaries are livable considering it's the LA area? (3) Not sure about salaries, but it looks like they offer housing assistance https://www.chapman.edu/faculty-staff/human-resources/fhap/index.aspx#:~:text=The%20Faculty%20Housing%20Assistance%20Program,criteria%20outlined%20in%20the%20program."
[ECOLOG],2020-10-29,i,MSU forestry non-credit online course offerings - Spring 2021 | https://www.canr.msu.edu/for/continuing-education/: | [ECOLOG],"Michigan State University is offering the following forestry non-credit online courses this fall https://www.canr.msu.edu/for/continuing-education/: January 11 \xc3\xa2\xc2\x80\xc2\x93 May 7, 2021 (tentative)Human Dimensions of Forest Carbon ManagementSocial dimensions associated with the development and implementation of forest-based climate change mitigation projects, including: valuation of trees and forests by local communities vs. international community; community decision making; public participation; community engagement.Contact: Lauren Cooper, ltcooper@msu.eduCost: $865Human Dimensions of ForestsSocial factors underlying human decisions about and conflicts over forest resources. Societal and citizen values, knowledge and behavior with respect to forest resources.Contact: Emily Huff, ehuff@msu.eduCost: $725Measurement and Monitoring of Forest CarbonSkill-based training in forest carbon inventory and carbon accounting methods. National and international monitoring of forest carbon stocks. Applications of remote sensing and geospatial technologies to forest carbon inventory.Contact: David Skole, skole@msu.eduCost: $865Michigan\xc3\xa2\xc2\x80\xc2\x99s ForestsEcological, social and economic roles of Michigan\xc3\xa2\xc2\x80\xc2\x99s forests in historic and contemporary context. Geographic similarities and differences in forest resources.Contact: Jim Rivard, rivard12@msu.eduCost: $600Natural Resource PolicyNatural resources policy-making in the context of scientific, environmental, social, and legal-institutional factors. Historical evolution of policies and case studies of contemporary policy issues.Contact: Emily Huff, ehuff@msu.eduCost: $725Questions?FOR.forestce@msu.edu"
[ECOLOG],2020-10-30,i,Position: Assistant Professor of Teaching in Quantitative Biology at UC Davis | https://recruit.ucdavis.edu/JPF03860 | [ECOLOG],"The University of California, Davis invites applications for an Assistant Professor of Teaching position in quantitative biology education. Professors of Teaching are Academic Senate faculty members whose expertise and responsibilities center on undergraduate education and scholarly analysis and improvement of teaching methods. The official title is Lecturer with the Potential for Security of Employment (LPSOE). LPSOEs are eligible for promotion to \xc3\xa2\xc2\x80\xc2\x9cSecurity of Employment,\xc3\xa2\xc2\x80\xc2\x9d which is analogous to tenure. The position will reside in the Department of Evolution and Ecology and be affiliated with the planned interdisciplinary major in Quantitative Biology, which seeks to serve as a national model for quantitative biology education. The appointee will be expected to carry out a high-level teaching program focused on the development of innovative curricula and use of effective teaching methods in quantitative biology. The appointee also will be expected to conduct scholarly research, which for this position is expected to include rigorous development and assessment of teaching methods and curricula in quantitative biology. The appointee will teach four undergraduate courses per year, including Mathematics or Statistics courses enrolling biology students. The appointee will also provide service to the planned Quantitative Biology major and the Department of Evolution and Ecology. Service expectations include, but are not limited to, undergraduate quantitative biology curriculum development, administration, and assessment, as well as outreach activities promoting the planned Quantitative Biology major. Academic scholarship expectations include dissemination of educational findings at a national level through peer-reviewed publications and conference presentations, and the potential to attract extramural funding to support this scholarship. In addition, the appointee should be committed to mentoring and fostering diversity, equity, and inclusion.UC Davis, located approximately one hour from the San Francisco Bay area, has a large and highly collaborative community of Teaching Professors within the College of Biological Sciences and throughout the larger campus, a strong history of interdisciplinary educational initiatives in STEM fields, and a nationally renowned Center for Educational Effectiveness that together provide an excellent environment for work in quantitative biology education.To ensure full consideration, completed applications should be received by November 30, 2020. For more details and to apply, please see: https://recruit.ucdavis.edu/JPF03860"
ESA Career Center,2020-11-03,i,Northern Arizona University: Olajos-Goslow Chair of Environmental Science and Policy | https://www.esacareercenter.org/job-details/2262/olajos-goslow-chair-of-environmental-science-and-policy/?utm_source=DirectRSS&utm_medium=direct | ESA Career Center,"The Charles Olajos and Ted Goslow Chair in Environmental Science and Policy, Northern Arizona University"
[ecoevojobs],2020-11-04,i,Lecturer / Sr Lecturer | Fisheries | James Cook University | https://www.jcu.edu.au/careers-at-jcu/vacancies/academic-jobs | [ecoevojobs],"1) Seems like it's also a research position not just teaching: ""The Senior Lecturer in Fisheries aims to consolidate JCU’s teaching and research expertise in the fisheries sciences. The particular emphasis of this position will be in teaching and research that are aligned with the University’s strategic intent to build a sustainable future for people and industries in the tropics. The incumbent will build on their established international profile in Marine Biology with a particular focus on coastal fisheries, with research skills and the application thereof to manage tropical fisheries and/or conservation marine sciences."""
[ecoevojobs],2020-11-04,i,Asst Prof of Teaching | Quantitative Biology | UC Davis | https://recruit.ucdavis.edu/JPF03860?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed | [ecoevojobs],"Not TT, but Lecturer with the Potential for Security of Employment are eligible for promotion to “Security of Employment,” which is analogous to tenure 2) It is a tenure track position, just of teaching, rather than research. They are full senate faculty at UCD. 3) I wonder how the pay is compared to standard TT appointments that include research. 4) All pay information is available online for every employee https://ucannualwage.ucop.edu/wage/  5) Salary range here: https://www.ucop.edu/academic-personnel-programs/_files/1920/1920-adj-scales/t1-l.pdf 6) Davis prof here (not in this dept) - the salaries are comparable to research faculty. In my experience, there is little difference in rank or preception in rank between the two among faculty. One focuses on teaching and the other on research. There is a really cool and growing community of the teaching faculty at UCD now. Some uber talented teachers and they have been a huge campus asset on pedagogy and tech advice with the switch to remote. 7) Davis prof here (in the EVE dept.). Agree with comment 6."
[ECOLOG],2020-11-04,i,Faculty opening at UC Berkeley: Assistant Professor of Plant Ecology | https://aprecruit.berkeley.edu/JPF02683. | [ECOLOG],"The Department of Environmental Science, Policy, and Management at the University of California, Berkeley seeks applications for a tenure track Assistant Professor faculty  position, in the broadly defined areas of Plant Ecology with an expected start date of July 01, 2021.  For more information about the position, including required qualifications and application materials, go  to https://aprecruit.berkeley.edu/JPF02683. The deadline to apply is December 03, 2020.  UC Berkeley is an AA/EEO employer. All qualified applicants will receive consideration for employment  without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability,  age, or protected veteran status."
[ECOLOG],2020-11-05,y,Two postdoc positions urban stream biogeochemistry | https://isu.csod.com/ats/careersite/JobDetails.aspx?id1151&site1:\xc3\xa2\xc2\x80\xc2\xa2\tCV\xc3\xa2\xc2\x80\xc2\xa2\tCover | [ECOLOG],"Two Postdoctoral Researcher Positions in Urban Stream BiogeochemistryStart Date: May 1, 2021 (some flexibility)Duration: Three yearsPriority Application Deadline: December 7, 2020Position DescriptionWe seek two postdoctoral researchers to work on a three-year, NSF-funded collaborative project on spatial and temporal patterns of dissolved organic carbon (DOC) in urban streams. This project combines synoptic spatial sampling of DOC concentration and characterization with high-frequency sensors at different spatial scales (headwaters to large rivers). We will assess how differences in urban development patterns and climate among U.S. cities affect spatial and temporal scales of variability and controls on DOC characteristics, processing, and export from urban network watersheds. Study watersheds are located in Boston (MA), Atlanta (GA), Miami (FL), Salt Lake City (UT), and Portland (OR). We envision rotating positions, such that each postdoc will split their three years between universities within or near the focal cities of their choosing (1.5 years in each), working with PI Rebecca Hale (Idaho State University) and two other PIs. PI and university affiliations      include: Miami (PI: John Kominoski at Florida International University), Atlanta (PI: Krista Capps at University of Georgia), Boston (PI: Allison Roy at University of Massachusetts) and Portland (PI: Jennifer Morse at Portland State University). Rotating between sites will give the postdocs a wide range of experiences and facilitate close collaborations with all PIs. In addition to leading individual site research and developing associated manuscripts, one postdoc will lead cross-city synthesis papers focused on synoptic sampling efforts and spatial patterns of DOC, including DOC concentrations, PARAFAC modeling for DOC characterization, bioavailability, and extracellular enzyme activity. We envision the second postdoc leading cross-site synthesis papers focused on high-frequency DOC sensor datasets, which will address variation in temporal patterns and drivers of DOC. We are excited to work       with candidates to identify the best combination of research foci and locations for each person. With two U.S. Geological Survey PIs \xc3\xa2\xc2\x80\xc2\x94Dr. Krissy Hopkins (Research Physical Scientist from the South Atlantic Water Science Center) and Allison Roy (Unit Leader with the Massachusetts Cooperative Fish and Wildlife Research Unit), postdocs will have the opportunity to extend their professional network within the federal government in addition to working with partners from academia, state agencies, and non-profit organizations.Each postdoc will have the opportunity to mentor graduate and undergraduate students and collaborate on student-led  data analysis and writing. The postdocs will work closely together with the PIs, especially at the beginning of the project, to aid in methods development, site selection, and database management for all sites. Postdocs will also receive training in proposal writing and administration through collaboration with project PIs. In addition to new data collection, postdocs will immediately have the opportunity to analyze and publish existing datasets compiled during the proposal writing process; these assembled datasets may also facilitate research productivity pending any unforeseen delays in field research activity. Key Responsibilities\xc3\xa2\xc2\x80\xc2\xa2\tCoordinate field data collection and lab analysis (position will require field work and  frequent local or regional travel to field sites)\xc3\xa2\xc2\x80\xc2\xa2\tLead data analysis and manuscript preparation for individual study cities\xc3\xa2\xc2\x80\xc2\xa2\tCollaborate with the other postdoc, PIs, and graduate students to lead cross-site analysis and manuscripts\xc3\xa2\xc2\x80\xc2\xa2\tLead an annual seminar for project graduate students (with guidance from the PIs)Required Qualifications\xc3\xa2\xc2\x80\xc2\xa2\tPhD in a relevant discipline (e.g., ecology, biology, environmental science, earth systems science, environmental engineering, organic chemistry) by June 2021Preferred Qualifications***\xc3\xa2\xc2\x80\xc2\xa2\tExperience and interest in aquatic biogeochemistry and/or ecosystem ecology \xc3\xa2\xc2\x80\xc2\xa2\tExperience and interest in working with large data sets (data management and analysis)\xc3\xa2\xc2\x80\xc2\xa2\tExperience and interest in science communication, within interdisciplinary teams and with stakeholders\xc3\xa2\xc2\x80\xc2\xa2\tExperience and interest mentoring students***If you feel you fulfill some but not all qualifications, please contact any of the PIs. We are willing to discuss qualifications and fit with the project.Salary and benefitsSalary is $50,000 per year with an annual cost of living increase, and benefits include health insurance and retirement. Moving expenses are covered up to $5,000 per move. Application ProcessPlease submit the following materials through the ISU\'s career site: https://isu.csod.com/ats/careersite/JobDetails.aspx?id1151&site1:\xc3\xa2\xc2\x80\xc2\xa2\tCV\xc3\xa2\xc2\x80\xc2\xa2\tCover letter, addressed to Dr. Rebecca Hale (lead PI), detailing your experience and interests, career goals, and interest in the position (also include any preferences for location and/or research focus)\xc3\xa2\xc2\x80\xc2\xa2\tDiversity and inclusion statement (< 500 words) \xc3\xa2\xc2\x80\xc2\x93 how have/would you include and support diversity in your mentoring and leadership?\xc3\xa2\xc2\x80\xc2\xa2\tMentoring experience statement (< 500 words) \xc3\xa2\xc2\x80\xc2\x93 what experiences do you have mentoring students and how do they highlight key aspects of your mentoring philosophy?\xc3\xa2\xc2\x80\xc2\xa2\tNames and contact information for 3 references. References will be contacted for      a subset of applicants.We especially encourage applications from groups that have been historically excluded from STEM fields. Our team is deeply committed to the principles of equity, diversity, and inclusiveness and seeks to create a pluralistic community. Black Indigenous People of Color, women, and individuals with disabilities are encouraged to apply.If you are interested in the project, but have additional questions about the proposed work, we are happy to answer any questions. Please feel free to contact any members of our team: Rebecca Hale, Idaho State University, halereb3@isu.edu, https://rebeccahale.weebly.com/Krista Capps, University of Georgia, kcapps@uga.edu, http://cappslab.ecology.uga.edu/John Kominoski, Florida International University, jkominos@fiu.edu, https://kominoskilab.com/Jen Morse, Portland State University, jlmorse@pdx.edu, https://sites.google.com/a/pdx.edu/morse-lab/homeAllison Roy, U.S. Geological Survey, University of Massachusetts Amherst, aroy@eco.umass.edu, https://eco.umass.edu/people/faculty/roy-allison/, https://www1.usgs.gov/coopunits/staff/1160013Kristina Hopkins, U.S. Geological Survey, khopkins@usgs.gov, https://www.usgs.gov/staff-profiles/kristina-hopkins"
[ECOLOG],2020-11-06,y,"Postdoc, ecosystem indicators and predator-prey interactions in the New York Bight | https://www.somas.stonybrook.edu/2020/09/14/senior-postdoctoral-associate-2002329/The | [ECOLOG]","The School of Marine and Atmospheric Sciences invites qualified candidatesto apply for the position of Senior Postdoctoral Associate.Applications for a Postdoctoral Researcher (PR) are invited to work with aninterdisciplinary team of biological and physical oceanographers at StonyBrook University, School of Marine and Atmospheric Sciences. We seek anenthusiastic and highly quantitative person to develop indicators that helpassess the health of the New York Bight pelagic ecosystem and understandthe ecology of the broader Northwest Atlantic.  The PR will assess therelative importance of environmental conditions (e.g., temperature,salinity, temperature and salinity fronts, depth) and prey availability indriving the distribution of marine fishes and marine mammals.Understanding how these factors together determine the distribution offishes and marine mammals will allow us to project the future distributionof these animals and further, to predict the strength of predator-prey orcompetitive interactions between these species.  The PR will be workingwith existing large datasets on oceanographic and atmospheric conditionsand living marine resources on the Northeast U.S. Shelf (NES) as well aswith new data collected in the New York Bight. The PR will work closelywith state and federal managers and communicate this information to betterinform decision making.Required Qualifications (as evidenced by an attached resume):PhD (or Foreign Equivalent) in quantitative ecology, computer science,advanced statistics, fisheries science or a related field. Experience withadvanced statistics, programming in Matlab, R or other statisticallanguages. Experience working with ecological or oceanographic data.Preferred Qualifications:Two years of experience using advanced statistics or excellence in thefield as demonstrated by relevant peer-reviewed publications, or afellowship in population dynamics, quantitative ecology, computer science,statistics or applied math. Experience working with oceanographic data,working on oceanographic vessels and developing ecological indicators.Strong written communication skills as demonstrated by prior peer-reviewedpublications.Brief Description of Duties: The postdoctoral researcher will analyzeoceanographic data and develop indicators related to ocean health in theNew York Bight and Northeast US. The postdoc will help plan and participatein research cruises and work with a transdisciplinary team of physical,chemical and biological oceanographers.  The postdoc will preparemanuscripts for publication in peer-reviewed journals and present atscientific research conferences.The selected candidate will be responsible for the following:   -   Analyze data and develop indicators of oceanographic conditions and   ecosystem health   -   Prepare manuscripts for publication in scientific journals   -   Assist in the planning and participation of oceanographic cruises   -   Present at conferences, NYDEC and other management agencies   -   Write proposals for external funding   -   Other duties or projects as assigned as appropriate to rank and   departmental missionFurther information can be found here:https://www.somas.stonybrook.edu/2020/09/14/senior-postdoctoral-associate-2002329/The position is open until November 21. Please contact Janet Nyejanet.nye@stonybrook.edu or Lesley Thorne lesley.thorne@stonybrook.edu withany questions____________________________________________________Lesley Thorne, Assistant ProfessorSchool of Marine and Atmospheric SciencesStony Brook University,  Stony Brook, NY 11794-5000631.632.5117www.thornelab.com"
[ECOLOG],2020-11-09,y,Postdoctoral Research Associate - Aquatic Biogeochemistry | https://www.ornl.gov/staff-profile/natalie-griffiths)Apply | [ECOLOG],"Postdoctoral Research Associate - Aquatic BiogeochemistryOverview: The Biodiversity and Ecosystem Health Group within the Environmental Sciences Division at Oak Ridge National Laboratory is seeking a Postdoctoral Research Associate to contribute to an exciting new project quantifying greenhouse gas (GHG) emissions from hydropower reservoirs. In this position, the researcher will work on the development and validation of novel, in-situ GHG measurement technologies and will design and execute field campaigns that will employ multiple techniques to measure GHG concentrations and emissions within and among hydropower reservoirs. The researcher will work closely with our interdisciplinary team of empiricists and modelers on this DOE-funded project. Major Duties/Responsibilities: - Organize field campaigns and design sampling strategies to measure GHG concentrations and emissions from hydropower reservoirs within the southeastern US and potentially in other regions of the United States.- Contribute to the development and testing of novel GHG measurement technologies.- Analyze data using appropriate statistical and visualization techniques.- Present findings at national/international scientific conferences.- Publish results in peer-reviewed journals in a timely manner.- Work as part of an interdisciplinary team of scientists.- Interface directly with internal and external partners and stakeholders.- Ensure compliance with environment, safety, health, and quality program requirements.- Maintain a strong commitment to the implementation and perpetuation of values and ethics. Basic Qualifications:- A Ph.D. in ecology, biogeochemistry, freshwater biology, environmental engineering, environmental sciences, or a related field is required.- Prior experience conducting fieldwork in freshwater ecosystems (reservoirs, lakes, streams, rivers).- Expertise in biogeochemistry, as measured through first-author publications and/or major conference presentations.- Applicants cannot have received the most recent degree more than five years prior to the date of application and must complete all degree requirements before starting their appointment. Preferred Qualifications:- Experience measuring CH4 and CO2 dynamics in freshwater ecosystems.- Experience working with environmental sensors.- Experience with experimental design and statistical analyses, including analyzing multivariate and time series data.- A strong publication record and a desire to publish research in a timely manner.- Ability to work independently and also collaboratively as part of an interdisciplinary research team. Other Information:- This is expected to be a 24-month appointment with the possibility of an extension of up to 12 months contingent on successful performance and availability of funding.- Applications should include a cover letter, current CV, and a list of at least three references. For additional information, please contact Natalie Griffiths (griffithsna@ornl.gov; https://www.ornl.gov/staff-profile/natalie-griffiths)Apply at: https://jobs.ornl.gov/job/Oak-Ridge-Postdoctoral-Research-Associate-Aquatic-Biogeochemistry-TN-37831/690146100/   "
[ecoevojobs],2020-11-11,y,Asst Prof | Physical Geography | University of Colorado Boulder | https://jobs.colorado.edu/jobs/JobDetail/Assistant-Professor-of-Physical-Geography/27534?source=JB-10062 | [ecoevojobs],"Specific areas of research include, but are not limited to, soil science, biogeography, climatology, watershed science, and cryosphere science."
[ECOLOG],2020-11-11,y,Postdoctoral positions in climate-fisheries research | https://recruiting.paylocity.com/Recruiting/Jobs/Details/369144NOAA | [ECOLOG],"*Three Postdoctoral Researcher Positions in Climate-Fisheries Research*A team of scientists at the Gulf of Maine Research Institute (GMRI),Rutgers University, and NOAA Northeast Fisheries Science Center (NOAANEFSC) are seeking applicants for three postdoctoral positions toparticipate in research developing an integrated modeling framework toinform marine resource decision-making under projected climate change inthe Northeast U.S. shelf ecosystem. The framework will be applied toevaluate candidate climate-informed assessment models for theresearch-track stock assessments for Atlantic cod and black sea bass. Thepostdocs will work with a team of experts in the study of climate impactson fish and fisheries, including Drs. Lisa Kerr, Kathy Mills, and AndrewPershing (GMRI), Drs. Vince Saba, Jon Deroba and Tim Miller (NOAA NEFSC),and Drs. Malin Pinksy, John Wiedenmann and Enrique Curchitser (RutgersUniversity). Positions will be based at GMRI (Portland, ME), RutgersUniversity, and NOAA NEFSC.To apply for these positions see full job announcements at:Gulf of Maine Research Institute:https://recruiting.paylocity.com/Recruiting/Jobs/Details/369144NOAA Northeast Fisheries Science Center:https://www.indeed.com/job/postdoctoral-associate-quantitative-fisheries-b9bb42db53d91628Rutgers University: Announcement to be posted"
[ECOLOG],2020-11-11,y,"post doc: aquatic conservation planning, Univ of MO | https://snr.missouri.edu/> | [ECOLOG]","POST DOCTORAL RESEARCH ASSOCIATE:AQuatic landscape ConservationAgency/location: Missouri Cooperative Fish and Wildlife Research Unit, School of Natural Resources, University of Missouri; Columbia, MissouriAbout the location and program:  The Missouri Cooperative Fish and Wildlife Research Unit is housed in the School of Natural Resources<https://snr.missouri.edu/> at the University of Missouri.  The post doc will be part of a collaborative team of several faculty and 4-5 post docs conducting various projects related to landscape level conservation, priority planning, and climate change all linked to helping state or federal agencies.  Columbia is a hub for natural resources<http://www.riverstudies.com/gradschool.html>, centrally located between St. Louis and Kansas City with a low cost of living, national forest and public lands, and a vibrant cultural atmosphere.Responsibilities:1.      Identify areas of greatest aquatic conservation value in Missouri within and outside an existing conservation network (e.g., Priority Geographies and Priority Watersheds) including priorities for creating or maintaining spatial connectivity of important habitats.2.      Work with the Missouri Department of Conservation team to identify information needed to make landscape-level conservation decisions and enhance managers\' knowledge and use of the various conservation tools available.Qualifications: PhD in fisheries, natural resources, or related program within last 3 years.  Ability to work in a team and with agency biologists is critical; experience or interest in aquatic systems at the landscape scale; strong analytical (e.g., GIS, spatial statistics and modeling) and organizational skills, particularly mining existing data; demonstrated ability to present and publish results.Stipend: $50,000/year plus benefits.  Position will be for a minimum 2 years, based on satisfactory progress and annual funding allocations.Closing date: Review of applications will begin November 30, 2020 and is open until filled. Start date as early as January 2021 to as late as March 2021.  Opportunity to work remotely during covid.Contact: Send letter of interest, cv, contact information for three references in one document to Craig Paukert, Missouri Cooperative Research Unit, University of Missouri-Columbia. 573-355-6900; paukertc@missouri.edu<mailto:paukertc@missouri.edu>; Web link: http://riverstudies.com/*********************************************Craig PaukertLeader and Cooperative ProfessorMissouri Cooperative Fish and Wildlife Research UnitThe School of Natural Resources302 ABNR Building, The University of MissouriColumbia, MO 65211573-882-3524 (office)573-355-6900 (cell)paukertc@missouri.edu<mailto:paukertc@missouri.edu>http://riverstudies.com/*********************************************"
[ecoevojobs],2020-11-11,i,Lecturer (equivalent to Assist Prof in the US) | Plant ecology | James Cook University | https://www.jcu.edu.au/careers-at-jcu/vacancies | [ecoevojobs],"1) Look for job # 17228 2) the position is zoology and ecology, not plant ecology.  2) from the job notice ""with a particular focus on terrestrial plant ecology, plant-animal interactions and/or quantitative terrestrial ecology"""
[ECOLOG],2020-11-14,y,Faculty position in Environmental Science (aquatic ecology / environmental chemistry) | https://www.esa.org/membership/ecolog/ | [ECOLOG],"The Department of Science, in the School of Natural Science and Mathematics at Mount St. Mary\xc3\xa2\xc2\x80\xc2\x99s University in Emmitsburg, Maryland, invites outstanding teacher-scholars to apply for a new tenure-track appointment in the Biological Sciences starting in August 2021. The successful candidate should possess a PhD at the time of appointment, and postdoctoral research experience is preferred. The candidate should demonstrate a commitment to excellence in teaching, scholarship, and service to the campus community, and is expected to engage in peer-reviewed scholarship that encourages and supports the involvement of undergraduates. Applicants from all environmental science disciplines, especially those with a background in aquatic ecology and environmental chemistry, are welcome. Primary teaching responsibilities will be in the foundational, introductory biology courses as well as electives that serve the environmental science program in the applicant\xc3\xa2\xc2\x80\xc2\x99s area of expertise.Mount St. Mary\xc3\xa2\xc2\x80\xc2\x99s seeks faculty members eager to engage and support our Catholic identity. Successful candidates will share our commitment to the dignity and solidarity of all persons and the value of intercultural understanding. Mount St. Mary\xc3\xa2\xc2\x80\xc2\x99s University has a strong institutional commitment to excellence through diversity in its educational program and employment practices; we actively seek to build an inclusive faculty that can engage the interests of an increasingly diverse student population. We welcome applications from candidates with exceptional qualifications, particularly those with demonstrable commitments to a more inclusive society and world.A complete application will include a cover letter, curriculum vitae, undergraduate and graduate transcripts, a statement of teaching philosophy, research plan, and three letters of recommendation. Review of candidates will begin immediately and continue until the position is filled. Application materials should be sent to:Christine Seitz McCauslin, Ph.D.Professor of BiochemistryChair, Department of ScienceSchool of Natural Science and MathematicsFaculty Search: BiologyMount St. Mary\'s University16300 Old Emmitsburg RoadEmmitsburg, MD 21727-7799Submissions via email are acceptable (resume@msmary.edu).Mount St. Mary\'s University is a dynamic, Catholic, liberal arts university with over 2,000 undergraduate and graduate students. As a Catholic university, Mount St. Mary\xc3\xa2\xc2\x80\xc2\x99s graduates ethical leaders who are inspired by a passion for learning and lead lives of significance in service to God and others. The university has a strong institutional commitment to excellence through diversity in its educational programs and employment practices; we actively seek and welcome applications from candidates with exceptional qualifications, particularly those with demonstrable commitments to a more inclusive society and world. EOE"
[ECOLOG],2020-11-14,i,Project Coordinator for program engaging underrepresented scholars in freshwater science | https://www.ugajobsearch.com/postings/175199 | [ECOLOG],"We seek a person with a passion for fostering inclusive environments in science, with knowledge of the field of freshwater science, and with the personal and technical skills to effectively coordinate multiple activities for program participants as part of a team.  This Public Service Professional / Program Coordinator (PC) will provide oversight and coordination of a program to provide rich and impactful mentoring and learning experiences to underrepresented students and early career professionals in coordination with the Society for Freshwater Science.  The PC will schedule and facilitate activities of participants, including workshops, scientific meetings, and online learning.  The PC will manage the project budget, maintain all project records, oversee travel and meeting logistics for participants and activity leaders, facilitate and schedule regular communication between the project steering committee, the external advisory board, the participant selection committee, the external evaluator and other key collaborators. The PC will also lead communication efforts, including creating and maintaining a website, developing communication materials and distributing information through multiple channels, including social media.  To apply, submit a Resume/CV, cover letter, names of 3 references, and a 1 page vision statement for promoting diversity and inclusion in STEM fields.  The position is based at the University of Georgia, in Athens, GA, but teleworking arrangements can be considered.  Preferred qualifications are Baccalaureate degree plus two years\xc3\xa2\xc2\x80\xc2\x99 experience, or Masters degree.  Applications received by December 11, 2020 are ensured consideration. Proposed start date is February 1, 2021.  Position is for one year with the potential to renew for up to 5 years, depending on performance and evaluation. Please go to https://www.ugajobsearch.com/postings/175199  for more details and information on how to apply.  For additional information please contact Dr. Amy Rosemond amy.rosemond@gmail.com."
[ECOLOG],2020-11-14,y,"postdoctoral position at UGA | https://n-ewn.org/), | [ECOLOG]","The University of Georgia Odum School of Ecology and UGA College of Engineering is hiring a postdoctoral associate to anchor an interdisciplinary team of researchers studying how large-scale nature-based infrastructure can contribute to biodiversity conservation and enhancement. Project elements could include:-\tA case study of how levee systems can be designed and managed for biodiversity-\tQuantification and valuation of the historical loss of biodiversity due to large-scale grey infrastructure, and the potential for reversing or mitigating these losses-\tA study of the potential for biodiversity enhancement by \xc3\xa2\xc2\x80\xc2\x9cdepressurizing\xc3\xa2\xc2\x80\xc2\x9d river systems-\tA vision for incorporating biodiversity into the design of nature-based infrastructure for managing freshwater at a national scale.This is a 2-year position that is is part of the Network for Engineering With Nature (https://n-ewn.org/), a major new collaboration between the UGA Institute for Resilient Infrastructure Systems and the US Army Corps of Engineers. The postdoctoral associate is expected to work with the research team to help define the foci of the project, lead some elements of the project, and contribute to others. The successful candidate will have a PhD in ecology or a related field (although other disciplinary backgrounds are possible), a strong publication record, and the interest and ability to conduct integrative research as part of a large, interdisciplinary research team that includes ecologists, engineers, and social scientists. Excellent communications skills are required. Desired competencies include experience with structured decision making and a broad array of quantitative skills, including statistical analyses in R and facility with GIS. Knowledge of freshwater ecosystems and communities is a plus. We particularly welcome applications from members of underrepresented groups. Questions may be directed to Seth Wenger (swenger@uga.edu) who will serve as lead mentor. Review of applications is expected to begin by November 19, with a desired start date of, well, as soon as reasonably possible. To apply, follow this link: https://www.ugajobsearch.com/postings/175566. "
